,Question,Right_Answer,Grade,Number,Responses,Number of Question,label
44, عرف مصطلح الجريمة الإلكترونية, هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,3.875,[45],هي كل جريمة تتم عن طريق استخدام الوسائل الحديثة) هواتف، حاسوب، انترنت (في هدف تحقيق مادي أو معنوي لتنفيذها و هي تلحق أضرار بالضحية و تكبدها خسائر مادية.,1,1
45, عرف مصطلح الجريمة الإلكترونية, هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,4.5,[46],هي ممارسات غير قانونية ترتكب باستعمال أجهزة الكترونية (الحاسب، الانترنت، الهاتف) حيث يهدف منها المجرم، ماديا أو معنويا في المقابل يلحق الضرر بالضحية أبرزها تكون في سبيل قرصنة المعلومات أو تدمير أنظمة الأمان..,1,1
46, عرف مصطلح الجريمة الإلكترونية, هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,4.5,[47],هي سلوك غير قانوني يقوم به المجرم على الفرد، المنظمات، منظمات حكومية أي على الآخرين من أجل مصالح مادية أو معنوية يكبد الضحية خسائر و د تسمل تخريب أو سرقة و تغيير معلومات.,1,1
47, عرف مصطلح أمن المعلومات, حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة),4.0,[1],هي الوسائل والأدوات والسياسات والإجراءات المستخدمة لضمان خصوصية و تكامل وتوافر المعلومات ومنع الوصول اليها او حذفها او مسها بدون حق,2,1
48, عرف مصطلح أمن المعلومات, حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة),3.25,[2],هو الوسائل التقنية والفنية والإدارية اللازم توفيرها لحماية معالجة المعلومة )تخزينها، نقلها، معالجتها(,2,1
49, عرف مصطلح أمن المعلومات, حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة),2.75,[3],هو الوسائل والتقنيات المستعملة في تقوية أنظمة الأمن ،بحيث نحمي المعلومات من السرقة و التخريب و التبديل,2,1
50, عرف مصطلح أمن المعلومات, حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة),3.75,[4],هو تأمين المنشأة نفسها وموظفيها وأنظمتها و أجهزتها و الوسائط التي تحتوي على المعلومة في كل مراحل تواجدها وتخزين (نقل ومعالجة),2,1
51, عرف مصطلح أمن المعلومات, حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة),1.75,[5],هو حماية المعلومات من التجسس و الاختراق وذلك بوحدة وسائل الكترونية او مادية وذلك للحد من الجريمة الالكترونية,2,0
52, عرف مصطلح أمن المعلومات, حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة),2.75,[6],هو حماية وأمن الموارد المستخدمة في معالجة المعلومات وهذا خلال كل مراحل المعالجة)التخزين والنقل والمعالجة(,2,1
53, عرف مصطلح أمن المعلومات, حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة),3.25,[7],هو تأمين وحماية كافة الموارد المستخدمة في معالجة المعلومة في كل مراحل معالجتها )التخزين والنقل و المعالجة(,2,1
